-3.927999999999999936e+00 1.352999999999999980e+00 -1.570796326794896558e+00
-3.927999999999999936e+00 1.352999999999999980e+00 -1.570796326794896558e+00
-3.927997066545546812e+00 1.352992357939821311e+00 -3.335694383429732568e-01
-3.927980419711073257e+00 1.352992781933213262e+00 -3.266195499352425591e-01
-3.927955291947946570e+00 1.352993519791452437e+00 -3.299148739874012137e-01
-3.927921666745447737e+00 1.352994303487036865e+00 -3.284859366635533573e-01
-3.927879533285974833e+00 1.352995244843465672e+00 -3.291354801450313561e-01
-3.927828877399300644e+00 1.352996226169613347e+00 -3.290090370112552232e-01
-3.927769686789349013e+00 1.352997247214077658e+00 -3.289693131067299436e-01
-3.927701948274988197e+00 1.352998269365297324e+00 -3.290121864832609155e-01
-3.927625648769625055e+00 1.352999251801290104e+00 -3.290155179841900979e-01
-3.927540775250438099e+00 1.353000162059517120e+00 -3.290159313624867465e-01
-3.927447314612157125e+00 1.353000965357427976e+00 -3.290251246571542221e-01
-3.927345253721292284e+00 1.353001625807557895e+00 -3.290342637343272036e-01
-3.927234579425829430e+00 1.353002108306472495e+00 -3.290424890568580119e-01
-3.927115278543392485e+00 1.353002377899479081e+00 -3.290516230798725128e-01
-3.926987337862399396e+00 1.353002399461747718e+00 -3.290616874993795293e-01
-3.926850744144191552e+00 1.353002137878980715e+00 -3.290722889825219433e-01
-3.926705484122522627e+00 1.353001558108139157e+00 -3.290834214055319284e-01
-3.926551544503409374e+00 1.353000625131882684e+00 -3.290951641413165096e-01
-3.926388911965475348e+00 1.352999303944501630e+00 -3.291075127582949178e-01
-3.926217573160117436e+00 1.352997559563302143e+00 -3.291204410239380596e-01
-3.926037514711580911e+00 1.352995357032670487e+00 -3.291339393685951409e-01
-3.925848723217100655e+00 1.352992661421805298e+00 -3.291480059380372247e-01
-3.925651185247071684e+00 1.352989437823442609e+00 -3.291626355357439304e-01
-3.925444887345206357e+00 1.352985651354527086e+00 -3.291778202074445159e-01
-3.925229816028680041e+00 1.352981267156923906e+00 -3.291935519625520112e-01
-3.925005957788278987e+00 1.352976250397648794e+00 -3.292098247346440520e-01
-3.924773299088573086e+00 1.352970566268637986e+00 -3.292266328751073945e-01
-3.924531826368085952e+00 1.352964179986797744e+00 -3.292439694151128582e-01
-3.924281526039449020e+00 1.352957056794477975e+00 -3.292618264053486232e-01
-3.924022384489564530e+00 1.352949161959930313e+00 -3.292801976265484765e-01
-3.923754388079791156e+00 1.352940460777074527e+00 -3.292990780737201639e-01
-3.923477523146136736e+00 1.352930918565331320e+00 -3.293184585249843144e-01
-3.923191775999389730e+00 1.352920500670966364e+00 -3.293383340497975098e-01
-3.922897132925353691e+00 1.352909172466110199e+00 -3.293586984018713193e-01
-3.922593580185025353e+00 1.352896899349291582e+00 -3.293795439024858052e-01
-3.922281104014761599e+00 1.352883646746077417e+00 -3.294008648484257895e-01
-3.921959690626494854e+00 1.352869380108678854e+00 -3.294226534253817951e-01
-3.921629326207898281e+00 1.352854064916828580e+00 -3.294449032309426650e-01
-3.921289996922598053e+00 1.352837666677551676e+00 -3.294676092201752615e-01
-3.920941688910412282e+00 1.352820150924888720e+00 -3.294907631972254780e-01
-3.920584388287513544e+00 1.352801483221186984e+00 -3.295143619811637392e-01
-3.920218081146726430e+00 1.352781629155527243e+00 -3.295383954763222434e-01
-3.919842753557601700e+00 1.352760554346435828e+00 -3.295628580750448178e-01
-3.919458391566704059e+00 1.352738224440516612e+00 -3.295877414994367038e-01
-3.919064981197773356e+00 1.352714605113697788e+00 -3.296130427791556516e-01
-3.918662508452085635e+00 1.352689662069376464e+00 -3.296387539970591085e-01
-3.918250959308565484e+00 1.352663361040553847e+00 -3.296648693180938006e-01
-3.917830319724071586e+00 1.352635667789249041e+00 -3.296913814994385516e-01
-3.917400575633581017e+00 1.352606548107320394e+00 -3.297182840636616596e-01
-3.916961712950432606e+00 1.352575967816397995e+00 -3.297455684097991280e-01
-3.916513717566500574e+00 1.352543892769082046e+00 -3.297732318451975786e-01
-3.916056575352637292e+00 1.352510288846541675e+00 -3.298012693251785032e-01
-3.915590272158863794e+00 1.352475121959711757e+00 -3.298296725919295236e-01
-3.915114793814502558e+00 1.352438358051037515e+00 -3.298584328458306625e-01
-3.914630126128368026e+00 1.352399963095077151e+00 -3.298875420150241267e-01
-3.914136254889028166e+00 1.352359903098491634e+00 -3.299169999028017664e-01
-3.913633165865403107e+00 1.352318144096373187e+00 -3.299467969810652157e-01
-3.913120844806654119e+00 1.352274652157054113e+00 -3.299769281887816597e-01
-3.912599277442630363e+00 1.352229393380148359e+00 -3.300073873249206868e-01
-3.912068449484067401e+00 1.352182333897366195e+00 -3.300381661133423572e-01
-3.911528346622754171e+00 1.352133439873907550e+00 -3.300692614141377268e-01
-3.910978954532067231e+00 1.352082677505984432e+00 -3.301006635841525205e-01
-3.910420258866901477e+00 1.352030013024621669e+00 -3.301323659496878671e-01
-3.909852245264083148e+00 1.351975412694372380e+00 -3.301643647877023913e-01
-3.909274899342821019e+00 1.351918842811889787e+00 -3.301966535237645384e-01
-3.908688206704820089e+00 1.351860269707768403e+00 -3.302292247790770130e-01
-3.908092152934532493e+00 1.351799659747315641e+00 -3.302620737687448349e-01
-3.907486723599593592e+00 1.351736979329293709e+00 -3.302951933172024734e-01
-3.906871904250969862e+00 1.351672194887613809e+00 -3.303285825818668142e-01
-3.906247680423662771e+00 1.351605272887698383e+00 -3.303622252672858695e-01
-3.905614037635963154e+00 1.351536179836406948e+00 -3.303961165575855508e-01
-3.904970961390471729e+00 1.351464882275317914e+00 -3.304302589315774585e-01
-3.904318437174973955e+00 1.351391346776163793e+00 -3.304646429349416548e-01
-3.903656450461904459e+00 1.351315539948705791e+00 -3.304992588161725919e-01
-3.902984986708606385e+00 1.351237428441386612e+00 -3.305341007908991768e-01
-3.902304031357904268e+00 1.351156978939065612e+00 -3.305691652242437883e-01
-3.901613569838605855e+00 1.351074158161810201e+00 -3.306044433301280061e-01
-3.900913587565383089e+00 1.350988932868703696e+00 -3.306399346860453559e-01
-3.900204069939812612e+00 1.350901269852299746e+00 -3.306756284229526721e-01
-3.899485002349819762e+00 1.350811135946256014e+00 -3.307115130060863106e-01
-3.898756370169858432e+00 1.350718498026313386e+00 -3.307475985245709182e-01
-3.898018158763283392e+00 1.350623322994807474e+00 -3.307838641840596949e-01
-3.897270353479771465e+00 1.350525577803499244e+00 -3.308203038007115349e-01
-3.896512939656988639e+00 1.350425229443400266e+00 -3.308569257929480645e-01
-3.895745902622421930e+00 1.350322244933831239e+00 -3.308937140052167769e-01
-3.894969227691279734e+00 1.350216591341333983e+00 -3.309306545665096078e-01
-3.894182900166904382e+00 1.350108235778615162e+00 -3.309677525494132411e-01
-3.893386905343191540e+00 1.349997145390060993e+00 -3.310049984945612755e-01
-3.892581228503374291e+00 1.349883287363311091e+00 -3.310423945113327715e-01
-3.891765854921700907e+00 1.349766628920265221e+00 -3.310799228407240724e-01
-3.890940769861420012e+00 1.349647137333525260e+00 -3.311175804305474535e-01
